seed_key,label,category
skill_1232,AutoCAD Configuration,TECHNICAL
skill_1233,AutoCAD Development,TECHNICAL
skill_1234,AutoCAD Integration,TECHNICAL
skill_1235,AutoCAD Migration,TECHNICAL
skill_1236,AutoCAD Monitoring,TECHNICAL
skill_1237,AutoCAD Operations,TECHNICAL
skill_1238,AutoCAD Optimization,TECHNICAL
skill_1239,AutoCAD Security,TECHNICAL
skill_1240,AutoCAD Testing,TECHNICAL
skill_1241,AutoCAD Troubleshooting,TECHNICAL
skill_1242,SolidWorks Administration,TECHNICAL
skill_1243,SolidWorks Architecture,TECHNICAL
skill_1244,SolidWorks Automation,TECHNICAL
skill_1245,SolidWorks Configuration,TECHNICAL
skill_1246,SolidWorks Development,TECHNICAL
skill_1247,SolidWorks Integration,TECHNICAL
skill_1248,SolidWorks Migration,TECHNICAL
skill_1249,SolidWorks Monitoring,TECHNICAL
skill_1250,SolidWorks Operations,TECHNICAL
skill_1251,SolidWorks Optimization,TECHNICAL
skill_1252,SolidWorks Security,TECHNICAL
skill_1253,SolidWorks Testing,TECHNICAL
skill_1254,SolidWorks Troubleshooting,TECHNICAL
skill_1255,ArcGIS Administration,TECHNICAL
skill_1256,ArcGIS Architecture,TECHNICAL
skill_1257,ArcGIS Automation,TECHNICAL
skill_1258,ArcGIS Configuration,TECHNICAL
skill_1259,ArcGIS Development,TECHNICAL
skill_1260,ArcGIS Integration,TECHNICAL
skill_1261,ArcGIS Migration,TECHNICAL
skill_1262,ArcGIS Monitoring,TECHNICAL
skill_1263,ArcGIS Operations,TECHNICAL
skill_1264,ArcGIS Optimization,TECHNICAL
skill_1265,ArcGIS Security,TECHNICAL
skill_1266,ArcGIS Testing,TECHNICAL
skill_1267,ArcGIS Troubleshooting,TECHNICAL
skill_1268,Workday Administration,TECHNICAL
skill_1269,Workday Architecture,TECHNICAL
skill_1270,Workday Automation,TECHNICAL
skill_1271,Workday Configuration,TECHNICAL
skill_1272,Workday Development,TECHNICAL
skill_1273,Workday Integration,TECHNICAL
skill_1274,Workday Migration,TECHNICAL
skill_1275,Workday Monitoring,TECHNICAL
skill_1276,Workday Operations,TECHNICAL
skill_1277,Workday Optimization,TECHNICAL
skill_1278,Workday Security,TECHNICAL
skill_1279,Workday Testing,TECHNICAL
skill_1280,Workday Troubleshooting,TECHNICAL
skill_1281,NetSuite Administration,TECHNICAL
skill_1282,NetSuite Architecture,TECHNICAL
skill_1283,NetSuite Automation,TECHNICAL
skill_1284,NetSuite Configuration,TECHNICAL
skill_1285,NetSuite Development,TECHNICAL
skill_1286,NetSuite Integration,TECHNICAL
skill_1287,NetSuite Migration,TECHNICAL
skill_1288,NetSuite Monitoring,TECHNICAL
skill_1289,NetSuite Operations,TECHNICAL
skill_1290,NetSuite Optimization,TECHNICAL
skill_1291,NetSuite Security,TECHNICAL
skill_1292,NetSuite Testing,TECHNICAL
skill_1293,NetSuite Troubleshooting,TECHNICAL
skill_1294,HubSpot Administration,TECHNICAL
skill_1295,HubSpot Architecture,TECHNICAL
skill_1296,HubSpot Automation,TECHNICAL
skill_1297,HubSpot Configuration,TECHNICAL
skill_1298,HubSpot Development,TECHNICAL
skill_1299,HubSpot Integration,TECHNICAL
skill_1300,HubSpot Migration,TECHNICAL
skill_1301,HubSpot Monitoring,TECHNICAL
skill_1302,HubSpot Operations,TECHNICAL
skill_1303,HubSpot Optimization,TECHNICAL
skill_1304,HubSpot Security,TECHNICAL
skill_1305,HubSpot Testing,TECHNICAL
skill_1306,HubSpot Troubleshooting,TECHNICAL
skill_1307,Retail Operations,TECHNICAL
skill_1308,Retail Analytics,TECHNICAL
skill_1309,Retail Compliance,TECHNICAL
skill_1310,Retail Technology,TECHNICAL
skill_1311,Retail Process Management,TECHNICAL
skill_1312,Retail Data Management,TECHNICAL
skill_1313,Retail Customer Experience,TECHNICAL
skill_1314,Retail Risk Management,TECHNICAL
skill_1315,Retail Quality Management,TECHNICAL
skill_1316,Retail Project Delivery,TECHNICAL
skill_1317,E-commerce Operations,TECHNICAL
skill_1318,E-commerce Analytics,TECHNICAL
skill_1319,E-commerce Compliance,TECHNICAL
skill_1320,E-commerce Technology,TECHNICAL
skill_1321,E-commerce Process Management,TECHNICAL
skill_1322,E-commerce Data Management,TECHNICAL
skill_1323,E-commerce Customer Experience,TECHNICAL
skill_1324,E-commerce Risk Management,TECHNICAL
skill_1325,E-commerce Quality Management,TECHNICAL
skill_1326,E-commerce Project Delivery,TECHNICAL
skill_1327,Banking Operations,TECHNICAL
skill_1328,Banking Analytics,TECHNICAL
skill_1329,Banking Compliance,TECHNICAL
skill_1330,Banking Technology,TECHNICAL
skill_1331,Banking Process Management,TECHNICAL
skill_1332,Banking Data Management,TECHNICAL
skill_1333,Banking Customer Experience,TECHNICAL
skill_1334,Banking Risk Management,TECHNICAL
skill_1335,Banking Quality Management,TECHNICAL
skill_1336,Banking Project Delivery,TECHNICAL
skill_1337,Insurance Operations,TECHNICAL
skill_1338,Insurance Analytics,TECHNICAL
skill_1339,Insurance Compliance,TECHNICAL
skill_1340,Insurance Technology,TECHNICAL
skill_1341,Insurance Process Management,TECHNICAL
skill_1342,Insurance Data Management,TECHNICAL
skill_1343,Insurance Customer Experience,TECHNICAL
skill_1344,Insurance Risk Management,TECHNICAL
skill_1345,Insurance Quality Management,TECHNICAL
skill_1346,Insurance Project Delivery,TECHNICAL
skill_1347,FinTech Operations,TECHNICAL
skill_1348,FinTech Analytics,TECHNICAL
skill_1349,FinTech Compliance,TECHNICAL
skill_1350,FinTech Technology,TECHNICAL
skill_1351,FinTech Process Management,TECHNICAL
skill_1352,FinTech Data Management,TECHNICAL
skill_1353,FinTech Customer Experience,TECHNICAL
skill_1354,FinTech Risk Management,TECHNICAL
skill_1355,FinTech Quality Management,TECHNICAL
skill_1356,FinTech Project Delivery,TECHNICAL
skill_1357,Healthcare Operations,TECHNICAL
skill_1358,Healthcare Analytics,TECHNICAL
skill_1359,Healthcare Compliance,TECHNICAL
skill_1360,Healthcare Technology,TECHNICAL
skill_1361,Healthcare Process Management,TECHNICAL
skill_1362,Healthcare Data Management,TECHNICAL
skill_1363,Healthcare Customer Experience,TECHNICAL
skill_1364,Healthcare Risk Management,TECHNICAL
skill_1365,Healthcare Quality Management,TECHNICAL
skill_1366,Healthcare Project Delivery,TECHNICAL
skill_1367,Telecommunications Operations,TECHNICAL
skill_1368,Telecommunications Analytics,TECHNICAL
skill_1369,Telecommunications Compliance,TECHNICAL
skill_1370,Telecommunications Technology,TECHNICAL
skill_1371,Telecommunications Process Management,TECHNICAL
skill_1372,Telecommunications Data Management,TECHNICAL
skill_1373,Telecommunications Customer Experience,TECHNICAL
skill_1374,Telecommunications Risk Management,TECHNICAL
skill_1375,Telecommunications Quality Management,TECHNICAL
skill_1376,Telecommunications Project Delivery,TECHNICAL
skill_1377,Manufacturing Analytics,TECHNICAL
skill_1378,Manufacturing Compliance,TECHNICAL
skill_1379,Manufacturing Technology,TECHNICAL
skill_1380,Manufacturing Process Management,TECHNICAL
skill_1381,Manufacturing Data Management,TECHNICAL
skill_1382,Manufacturing Customer Experience,TECHNICAL
skill_1383,Manufacturing Risk Management,TECHNICAL
skill_1384,Manufacturing Quality Management,TECHNICAL
skill_1385,Manufacturing Project Delivery,TECHNICAL
skill_1386,Automotive Operations,TECHNICAL
skill_1387,Automotive Analytics,TECHNICAL
skill_1388,Automotive Compliance,TECHNICAL
skill_1389,Automotive Technology,TECHNICAL
skill_1390,Automotive Process Management,TECHNICAL
skill_1391,Automotive Data Management,TECHNICAL
skill_1392,Automotive Customer Experience,TECHNICAL
skill_1393,Automotive Risk Management,TECHNICAL
skill_1394,Automotive Quality Management,TECHNICAL
skill_1395,Automotive Project Delivery,TECHNICAL
skill_1396,Aerospace Operations,TECHNICAL
skill_1397,Aerospace Analytics,TECHNICAL
skill_1398,Aerospace Compliance,TECHNICAL
skill_1399,Aerospace Technology,TECHNICAL
skill_1400,Aerospace Process Management,TECHNICAL
skill_1401,Aerospace Data Management,TECHNICAL
skill_1402,Aerospace Customer Experience,TECHNICAL
skill_1403,Aerospace Risk Management,TECHNICAL
skill_1404,Aerospace Quality Management,TECHNICAL
skill_1405,Aerospace Project Delivery,TECHNICAL
skill_1406,Construction Operations,TECHNICAL
skill_1407,Construction Analytics,TECHNICAL
skill_1408,Construction Compliance,TECHNICAL
skill_1409,Construction Technology,TECHNICAL
skill_1410,Construction Process Management,TECHNICAL
skill_1411,Construction Data Management,TECHNICAL
skill_1412,Construction Customer Experience,TECHNICAL
skill_1413,Construction Risk Management,TECHNICAL
skill_1414,Construction Quality Management,TECHNICAL
skill_1415,Construction Project Delivery,TECHNICAL
skill_1416,Education Operations,TECHNICAL
skill_1417,Education Analytics,TECHNICAL
skill_1418,Education Compliance,TECHNICAL
skill_1419,Education Technology,TECHNICAL
skill_1420,Education Process Management,TECHNICAL
skill_1421,Education Data Management,TECHNICAL
skill_1422,Education Customer Experience,TECHNICAL
skill_1423,Education Risk Management,TECHNICAL
skill_1424,Education Quality Management,TECHNICAL
skill_1425,Education Project Delivery,TECHNICAL
skill_1426,Hospitality Operations,TECHNICAL
skill_1427,Hospitality Analytics,TECHNICAL
skill_1428,Hospitality Compliance,TECHNICAL
skill_1429,Hospitality Technology,TECHNICAL
skill_1430,Hospitality Process Management,TECHNICAL
skill_1431,Hospitality Data Management,TECHNICAL
skill_1432,Hospitality Customer Experience,TECHNICAL
skill_1433,Hospitality Risk Management,TECHNICAL
skill_1434,Hospitality Quality Management,TECHNICAL
skill_1435,Hospitality Project Delivery,TECHNICAL
skill_1436,Transportation Operations,TECHNICAL
skill_1437,Transportation Analytics,TECHNICAL
skill_1438,Transportation Compliance,TECHNICAL
skill_1439,Transportation Technology,TECHNICAL
skill_1440,Transportation Process Management,TECHNICAL
skill_1441,Transportation Data Management,TECHNICAL
skill_1442,Transportation Customer Experience,TECHNICAL
skill_1443,Transportation Risk Management,TECHNICAL
skill_1444,Transportation Quality Management,TECHNICAL
skill_1445,Transportation Project Delivery,TECHNICAL
skill_1446,Energy Operations,TECHNICAL
skill_1447,Energy Analytics,TECHNICAL
skill_1448,Energy Compliance,TECHNICAL
skill_1449,Energy Technology,TECHNICAL
skill_1450,Energy Process Management,TECHNICAL
skill_1451,Energy Data Management,TECHNICAL
skill_1452,Energy Customer Experience,TECHNICAL
skill_1453,Energy Risk Management,TECHNICAL
skill_1454,Energy Quality Management,TECHNICAL
skill_1455,Energy Project Delivery,TECHNICAL
skill_1456,Utilities Operations,TECHNICAL
skill_1457,Utilities Analytics,TECHNICAL
skill_1458,Utilities Compliance,TECHNICAL
skill_1459,Utilities Technology,TECHNICAL
skill_1460,Utilities Process Management,TECHNICAL
skill_1461,Utilities Data Management,TECHNICAL
skill_1462,Utilities Customer Experience,TECHNICAL
skill_1463,Utilities Risk Management,TECHNICAL
skill_1464,Utilities Quality Management,TECHNICAL
skill_1465,Utilities Project Delivery,TECHNICAL
skill_1466,Government Operations,TECHNICAL
skill_1467,Government Analytics,TECHNICAL
skill_1468,Government Compliance,TECHNICAL
skill_1469,Government Technology,TECHNICAL
skill_1470,Government Process Management,TECHNICAL
skill_1471,Government Data Management,TECHNICAL
skill_1472,Government Customer Experience,TECHNICAL
skill_1473,Government Risk Management,TECHNICAL
skill_1474,Government Quality Management,TECHNICAL
skill_1475,Government Project Delivery,TECHNICAL
skill_1476,Nonprofit Operations,TECHNICAL
skill_1477,Nonprofit Analytics,TECHNICAL
skill_1478,Nonprofit Compliance,TECHNICAL
skill_1479,Nonprofit Technology,TECHNICAL
skill_1480,Nonprofit Process Management,TECHNICAL
skill_1481,Nonprofit Data Management,TECHNICAL
skill_1482,Nonprofit Customer Experience,TECHNICAL
skill_1483,Nonprofit Risk Management,TECHNICAL
skill_1484,Nonprofit Quality Management,TECHNICAL
skill_1485,Nonprofit Project Delivery,TECHNICAL
skill_1486,Real Estate Operations,TECHNICAL
skill_1487,Real Estate Analytics,TECHNICAL
skill_1488,Real Estate Compliance,TECHNICAL
skill_1489,Real Estate Technology,TECHNICAL
skill_1490,Real Estate Process Management,TECHNICAL
skill_1491,Real Estate Data Management,TECHNICAL
skill_1492,Real Estate Customer Experience,TECHNICAL
skill_1493,Real Estate Risk Management,TECHNICAL
skill_1494,Real Estate Quality Management,TECHNICAL
skill_1495,Real Estate Project Delivery,TECHNICAL
skill_1496,Media Operations,TECHNICAL
skill_1497,Media Analytics,TECHNICAL
skill_1498,Media Compliance,TECHNICAL
skill_1499,Media Technology,TECHNICAL
skill_1500,Media Process Management,TECHNICAL
skill_1501,Media Data Management,TECHNICAL
skill_1502,Media Customer Experience,TECHNICAL
skill_1503,Media Risk Management,TECHNICAL
skill_1504,Media Quality Management,TECHNICAL
skill_1505,Media Project Delivery,TECHNICAL
skill_1506,Gaming Operations,TECHNICAL
skill_1507,Gaming Analytics,TECHNICAL
skill_1508,Gaming Compliance,TECHNICAL
skill_1509,Gaming Technology,TECHNICAL
skill_1510,Gaming Process Management,TECHNICAL
skill_1511,Gaming Data Management,TECHNICAL
skill_1512,Gaming Customer Experience,TECHNICAL
skill_1513,Gaming Risk Management,TECHNICAL
skill_1514,Gaming Quality Management,TECHNICAL
skill_1515,Gaming Project Delivery,TECHNICAL
skill_1516,Agriculture Operations,TECHNICAL
skill_1517,Agriculture Analytics,TECHNICAL
skill_1518,Agriculture Compliance,TECHNICAL
skill_1519,Agriculture Technology,TECHNICAL
skill_1520,Agriculture Process Management,TECHNICAL
skill_1521,Agriculture Data Management,TECHNICAL
skill_1522,Agriculture Customer Experience,TECHNICAL
skill_1523,Agriculture Risk Management,TECHNICAL
skill_1524,Agriculture Quality Management,TECHNICAL
skill_1525,Agriculture Project Delivery,TECHNICAL
skill_1526,Pharmaceutical Operations,TECHNICAL
skill_1527,Pharmaceutical Analytics,TECHNICAL
skill_1528,Pharmaceutical Compliance,TECHNICAL
skill_1529,Pharmaceutical Technology,TECHNICAL
skill_1530,Pharmaceutical Process Management,TECHNICAL
skill_1531,Pharmaceutical Data Management,TECHNICAL
skill_1532,Pharmaceutical Customer Experience,TECHNICAL
skill_1533,Pharmaceutical Risk Management,TECHNICAL
skill_1534,Pharmaceutical Quality Management,TECHNICAL
skill_1535,Pharmaceutical Project Delivery,TECHNICAL
skill_1536,Logistics Operations,TECHNICAL
skill_1537,Logistics Analytics,TECHNICAL
skill_1538,Logistics Compliance,TECHNICAL
skill_1539,Logistics Technology,TECHNICAL
skill_1540,Logistics Process Management,TECHNICAL
skill_1541,Logistics Data Management,TECHNICAL
skill_1542,Logistics Customer Experience,TECHNICAL
skill_1543,Logistics Risk Management,TECHNICAL
skill_1544,Logistics Quality Management,TECHNICAL
skill_1545,Logistics Project Delivery,TECHNICAL
skill_1546,API Design,TECHNICAL
